split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
train,000000010023,1,P4,-4.0,112584,131072,24000000,281
train,000000010024,0,,-20.0,112304,131072,24000000,209
train,000000010025,0,,-20.0,112944,131072,24000000,209
train,000000010026,1,FMCW,4.0,117640,131072,24000000,281
train,000000010027,0,,-4.0,113184,131072,24000000,209
train,000000010028,0,,12.0,113496,131072,24000000,209
train,000000010029,1,P2,4.0,113120,131072,24000000,281
train,000000010030,0,,12.0,112568,131072,24000000,209
train,000000010031,0,,20.0,113680,131072,24000000,209
train,000000010032,0,,-20.0,111784,131072,24000000,209
train,000000010033,1,FMCW,-20.0,113712,131072,24000000,281
train,000000010034,0,,-12.0,112688,131072,24000000,209
train,000000010035,1,Rect,-12.0,110072,131072,24000000,281
train,000000010036,1,P2,-12.0,138376,131072,24000000,281
train,000000010037,0,,-12.0,113672,131072,24000000,209
train,000000010038,0,,4.0,113256,131072,24000000,209
train,000000010039,0,,12.0,113448,131072,24000000,209
train,000000010040,0,,12.0,112992,131072,24000000,209
train,000000010041,0,,-20.0,110152,131072,24000000,209
train,000000010042,1,P1,20.0,123448,131072,24000000,281
train,000000010043,1,Px,-20.0,133392,131072,24000000,281
train,000000010044,1,P2,12.0,115584,131072,24000000,281
train,000000010045,0,,20.0,113016,131072,24000000,209
train,000000010046,1,Px,-4.0,113112,131072,24000000,281
train,000000010047,1,ZadoffChu,20.0,135200,131072,24000000,281
train,000000010048,1,P3,20.0,166896,131072,24000000,281
train,000000010049,0,,-4.0,113752,131072,24000000,209
train,000000010050,0,,-4.0,112272,131072,24000000,209
train,000000010051,0,,12.0,111632,131072,24000000,209
train,000000010052,0,,4.0,111776,131072,24000000,209
train,000000010053,1,P4,-20.0,111624,131072,24000000,281
train,000000010054,1,Px,4.0,118968,131072,24000000,281
train,000000010055,0,,-20.0,112712,131072,24000000,209
train,000000010056,1,P4,4.0,112976,131072,24000000,281
train,000000010057,0,,-20.0,114136,131072,24000000,209
train,000000010058,0,,-4.0,113360,131072,24000000,209
train,000000010059,0,,-4.0,112432,131072,24000000,209
train,000000010060,1,FMCW,12.0,115496,131072,24000000,281
train,000000010061,0,,-12.0,114024,131072,24000000,209
train,000000010062,1,P2,-20.0,134048,131072,24000000,281
train,000000010063,0,,-12.0,113408,131072,24000000,209
train,000000010064,0,,4.0,112568,131072,24000000,209
train,000000010065,1,P1,4.0,113792,131072,24000000,281
train,000000010066,1,Px,-4.0,112720,131072,24000000,281
train,000000010067,1,P4,12.0,113976,131072,24000000,281
train,000000010068,1,Barker,20.0,114240,131072,24000000,281
train,000000010069,0,,-4.0,111864,131072,24000000,209
train,000000010070,1,P3,-12.0,110800,131072,24000000,281
train,000000010071,0,,-4.0,112768,131072,24000000,209
train,000000010072,1,Barker,-20.0,130496,131072,24000000,281
train,000000010073,1,P2,-12.0,116896,131072,24000000,281
train,000000010074,0,,-4.0,113176,131072,24000000,209
train,000000010075,0,,-12.0,114144,131072,24000000,209
train,000000010076,0,,-12.0,112336,131072,24000000,209
train,000000010077,0,,-20.0,113688,131072,24000000,209
train,000000010078,0,,-20.0,114072,131072,24000000,209
train,000000010079,1,P3,-4.0,113384,131072,24000000,281
train,000000010080,0,,-20.0,111784,131072,24000000,209
train,000000010081,0,,4.0,113432,131072,24000000,209
train,000000010082,0,,-20.0,114032,131072,24000000,209
train,000000010083,0,,20.0,113072,131072,24000000,209
train,000000010084,1,FMCW,-12.0,118848,131072,24000000,281
train,000000010085,0,,-4.0,111336,131072,24000000,209
train,000000010086,1,Frank,12.0,117768,131072,24000000,281
train,000000010087,1,Barker,20.0,114888,131072,24000000,281
train,000000010088,1,Px,20.0,117040,131072,24000000,281
train,000000010089,0,,4.0,112736,131072,24000000,209
train,000000010090,0,,4.0,112216,131072,24000000,209
train,000000010091,0,,-20.0,113560,131072,24000000,209
train,000000010092,1,Frank,-20.0,113368,131072,24000000,281
train,000000010093,1,ZadoffChu,-4.0,113120,131072,24000000,281
train,000000010094,1,Barker,20.0,115640,131072,24000000,281
train,000000010095,0,,-4.0,113120,131072,24000000,209
train,000000010096,0,,-12.0,113272,131072,24000000,209
train,000000010097,1,P1,20.0,114072,131072,24000000,281
train,000000010098,0,,-12.0,113464,131072,24000000,209
train,000000010099,1,P4,12.0,114352,131072,24000000,281
train,000000010100,1,Rect,-4.0,114040,131072,24000000,281
train,000000010101,0,,-20.0,113440,131072,24000000,209
train,000000010102,1,LFM,-4.0,112624,131072,24000000,281
train,000000010103,0,,4.0,112704,131072,24000000,209
train,000000010104,1,P3,4.0,115048,131072,24000000,281
train,000000010105,0,,-12.0,113208,131072,24000000,209
train,000000010106,0,,20.0,113904,131072,24000000,209
train,000000010107,0,,12.0,111464,131072,24000000,209
train,000000010108,1,FMCW,-12.0,116568,131072,24000000,281
train,000000010109,1,Barker,-12.0,135848,131072,24000000,281
train,000000010110,0,,20.0,114240,131072,24000000,209
train,000000010111,0,,-4.0,113256,131072,24000000,209
train,000000010112,0,,20.0,113072,131072,24000000,209
train,000000010113,1,P1,4.0,114304,131072,24000000,281
train,000000010114,0,,-20.0,111888,131072,24000000,209
train,000000010115,1,P3,-12.0,141784,131072,24000000,281
train,000000010116,0,,-12.0,111304,131072,24000000,209
train,000000010117,1,Rect,20.0,164968,131072,24000000,281
train,000000010118,1,P2,20.0,114648,131072,24000000,281
train,000000010119,0,,12.0,113848,131072,24000000,209
train,000000010120,1,Barker,-20.0,122776,131072,24000000,281
train,000000010121,1,FMCW,-4.0,128368,131072,24000000,281
train,000000010122,0,,4.0,113392,131072,24000000,209
train,000000010123,1,P2,4.0,113824,131072,24000000,281
train,000000010124,1,P3,-12.0,116776,131072,24000000,281
train,000000010125,1,P1,-20.0,107696,131072,24000000,281
train,000000010126,1,Rect,4.0,114192,131072,24000000,281
train,000000010127,1,P2,4.0,114696,131072,24000000,281
train,000000010128,0,,-12.0,111864,131072,24000000,209
train,000000010129,0,,20.0,113568,131072,24000000,209
train,000000010130,0,,-20.0,111680,131072,24000000,209
train,000000010131,0,,-12.0,112160,131072,24000000,209
train,000000010132,1,Barker,4.0,114368,131072,24000000,281
train,000000010133,1,Barker,-4.0,112376,131072,24000000,281
train,000000010134,0,,-12.0,112336,131072,24000000,209
train,000000010135,1,P1,20.0,162608,131072,24000000,281
train,000000010136,1,P1,-4.0,112640,131072,24000000,281
train,000000010137,0,,4.0,111288,131072,24000000,209
train,000000010138,1,FMCW,-4.0,112000,131072,24000000,281
train,000000010139,1,Barker,12.0,113768,131072,24000000,281
train,000000010140,1,ZadoffChu,20.0,114608,131072,24000000,281
train,000000010141,1,ZadoffChu,4.0,113904,131072,24000000,281
train,000000010142,1,Rect,-4.0,113752,131072,24000000,281
train,000000010143,1,Px,-12.0,109704,131072,24000000,281
train,000000010144,1,P2,-20.0,110152,131072,24000000,281
train,000000010145,0,,4.0,113240,131072,24000000,209
train,000000010146,1,ZadoffChu,-20.0,115488,131072,24000000,281
train,000000010147,1,ZadoffChu,-12.0,110680,131072,24000000,281
train,000000010148,1,P4,-20.0,124728,131072,24000000,281
train,000000010149,0,,-4.0,112200,131072,24000000,209
train,000000010150,0,,-20.0,114152,131072,24000000,209
train,000000010151,0,,4.0,112864,131072,24000000,209
train,000000010152,0,,12.0,112984,131072,24000000,209
train,000000010153,1,Frank,4.0,113328,131072,24000000,281
train,000000010154,1,P4,-4.0,113472,131072,24000000,281
train,000000010155,1,ZadoffChu,-4.0,112352,131072,24000000,281
train,000000010156,1,P1,4.0,112776,131072,24000000,281
train,000000010157,0,,-12.0,112768,131072,24000000,209
train,000000010158,1,Frank,4.0,114424,131072,24000000,281
train,000000010159,0,,4.0,113376,131072,24000000,209
train,000000010160,0,,-12.0,111280,131072,24000000,209
train,000000010161,0,,-20.0,113304,131072,24000000,209
train,000000010162,0,,-20.0,113648,131072,24000000,209
train,000000010163,0,,-4.0,114488,131072,24000000,209
train,000000010164,1,Barker,12.0,115360,131072,24000000,281
train,000000010165,0,,20.0,114040,131072,24000000,209
train,000000010166,0,,-12.0,113288,131072,24000000,209
train,000000010167,0,,12.0,112288,131072,24000000,209
train,000000010168,1,ZadoffChu,-20.0,112856,131072,24000000,281
train,000000010169,1,Frank,-20.0,128840,131072,24000000,281
train,000000010170,0,,12.0,110984,131072,24000000,209
train,000000010171,1,FMCW,-20.0,113816,131072,24000000,281
train,000000010172,0,,-12.0,112352,131072,24000000,209
train,000000010173,0,,-4.0,113360,131072,24000000,209
train,000000010174,0,,20.0,113520,131072,24000000,209
train,000000010175,0,,20.0,111632,131072,24000000,209
train,000000010176,0,,12.0,113152,131072,24000000,209
train,000000010177,0,,4.0,113496,131072,24000000,209
train,000000010178,0,,4.0,112888,131072,24000000,209
train,000000010179,0,,4.0,110976,131072,24000000,209
train,000000010180,0,,-20.0,113152,131072,24000000,209
train,000000010181,0,,12.0,113680,131072,24000000,209
train,000000010182,0,,20.0,113264,131072,24000000,209
train,000000010183,0,,12.0,113880,131072,24000000,209
train,000000010184,0,,12.0,111728,131072,24000000,209
train,000000010185,1,FMCW,20.0,117144,131072,24000000,281
train,000000010186,1,Barker,-4.0,113112,131072,24000000,281
train,000000010187,0,,-12.0,111688,131072,24000000,209
train,000000010188,1,Frank,-4.0,113768,131072,24000000,281
train,000000010189,1,ZadoffChu,12.0,115408,131072,24000000,281
train,000000010190,1,P2,-20.0,109120,131072,24000000,281
train,000000010191,0,,20.0,111920,131072,24000000,209
train,000000010192,1,FMCW,-4.0,113136,131072,24000000,281
train,000000010193,1,FMCW,20.0,115832,131072,24000000,281
train,000000010194,1,P3,-12.0,137512,131072,24000000,281
train,000000010195,0,,12.0,114016,131072,24000000,209
train,000000010196,1,LFM,-12.0,111136,131072,24000000,281
train,000000010197,1,ZadoffChu,20.0,115368,131072,24000000,281
train,000000010198,1,P3,-4.0,115632,131072,24000000,281
train,000000010199,0,,4.0,113280,131072,24000000,209
train,000000010200,0,,4.0,112248,131072,24000000,209
train,000000010201,0,,4.0,112624,131072,24000000,209
train,000000010202,0,,4.0,111384,131072,24000000,209
train,000000010203,0,,-20.0,112640,131072,24000000,209
train,000000010204,0,,4.0,113824,131072,24000000,209
train,000000010205,0,,4.0,113624,131072,24000000,209
train,000000010206,0,,4.0,112520,131072,24000000,209
train,000000010207,1,P2,12.0,113944,131072,24000000,281
train,000000010208,1,Px,-12.0,138864,131072,24000000,281
train,000000010209,1,LFM,12.0,118984,131072,24000000,281
train,000000010210,0,,-4.0,113952,131072,24000000,209
train,000000010211,0,,-20.0,112176,131072,24000000,209
train,000000010212,1,P3,20.0,114112,131072,24000000,281
train,000000010213,1,FMCW,-4.0,113528,131072,24000000,281
train,000000010214,1,LFM,-20.0,141120,131072,24000000,281
train,000000010215,0,,-20.0,113688,131072,24000000,209
train,000000010216,0,,12.0,112584,131072,24000000,209
train,000000010217,0,,4.0,111672,131072,24000000,209
train,000000010218,1,P4,-12.0,113664,131072,24000000,281
train,000000010219,0,,12.0,112240,131072,24000000,209
train,000000010220,1,Rect,-4.0,113176,131072,24000000,281
train,000000010221,0,,12.0,114976,131072,24000000,209
train,000000010222,1,Px,20.0,147008,131072,24000000,281
train,000000010223,0,,-12.0,112032,131072,24000000,209
train,000000010224,0,,-4.0,113832,131072,24000000,209
train,000000010225,0,,12.0,111040,131072,24000000,209
train,000000010226,0,,-20.0,114424,131072,24000000,209
train,000000010227,0,,20.0,114408,131072,24000000,209
train,000000010228,1,P1,-12.0,110584,131072,24000000,281
train,000000010229,0,,-12.0,113448,131072,24000000,209
train,000000010230,1,Px,-12.0,110976,131072,24000000,281
train,000000010231,1,Rect,4.0,114168,131072,24000000,281
train,000000010232,1,Px,20.0,115496,131072,24000000,281
train,000000010233,0,,-20.0,113064,131072,24000000,209
train,000000010234,1,P4,12.0,116800,131072,24000000,281
train,000000010235,1,Rect,-20.0,133520,131072,24000000,281
train,000000010236,0,,12.0,113464,131072,24000000,209
train,000000010237,1,P1,20.0,115600,131072,24000000,281
train,000000010238,1,P3,20.0,126464,131072,24000000,281
train,000000010239,0,,12.0,112224,131072,24000000,209
train,000000010240,0,,4.0,111984,131072,24000000,209
train,000000010241,0,,-4.0,112848,131072,24000000,209
train,000000010242,0,,12.0,110328,131072,24000000,209
train,000000010243,0,,-12.0,112368,131072,24000000,209
train,000000010244,0,,12.0,112728,131072,24000000,209
train,000000010245,1,P2,12.0,113792,131072,24000000,281
train,000000010246,1,Px,-4.0,113296,131072,24000000,281
train,000000010247,1,Barker,20.0,157040,131072,24000000,281
train,000000010248,0,,12.0,112000,131072,24000000,209
train,000000010249,1,Rect,4.0,115032,131072,24000000,281
train,000000010250,1,LFM,12.0,116368,131072,24000000,281
train,000000010251,1,Barker,-12.0,130232,131072,24000000,281
train,000000010252,1,P2,4.0,114328,131072,24000000,281
train,000000010253,0,,12.0,111800,131072,24000000,209
train,000000010254,1,FMCW,-20.0,113656,131072,24000000,281
train,000000010255,1,P3,-12.0,136344,131072,24000000,281
train,000000010256,0,,-12.0,114448,131072,24000000,209
train,000000010257,1,ZadoffChu,-20.0,132744,131072,24000000,281
train,000000010258,1,P4,12.0,115744,131072,24000000,281
train,000000010259,0,,-12.0,111456,131072,24000000,209
train,000000010260,1,FMCW,-20.0,113288,131072,24000000,281
train,000000010261,1,LFM,-20.0,132416,131072,24000000,281
train,000000010262,0,,-20.0,111672,131072,24000000,209
train,000000010263,0,,-12.0,112352,131072,24000000,209
train,000000010264,0,,20.0,113416,131072,24000000,209
train,000000010265,0,,4.0,111752,131072,24000000,209
train,000000010266,0,,-12.0,114752,131072,24000000,209
train,000000010267,0,,-12.0,113904,131072,24000000,209
train,000000010268,0,,20.0,111248,131072,24000000,209
train,000000010269,0,,12.0,113680,131072,24000000,209
train,000000010270,1,FMCW,-4.0,113648,131072,24000000,281
train,000000010271,0,,-20.0,112568,131072,24000000,209
train,000000010272,0,,4.0,112760,131072,24000000,209
train,000000010273,0,,20.0,112664,131072,24000000,209
train,000000010274,1,Frank,4.0,114016,131072,24000000,281
train,000000010275,1,Frank,-20.0,122864,131072,24000000,281
train,000000010276,0,,-4.0,111752,131072,24000000,209
train,000000010277,0,,-12.0,113776,131072,24000000,209
train,000000010278,1,P3,-20.0,136448,131072,24000000,281
train,000000010279,1,P3,4.0,113632,131072,24000000,281
train,000000010280,0,,4.0,112120,131072,24000000,209
train,000000010281,0,,-4.0,114024,131072,24000000,209
train,000000010282,0,,-20.0,112784,131072,24000000,209
train,000000010283,0,,20.0,113360,131072,24000000,209
train,000000010284,1,Px,20.0,159880,131072,24000000,281
train,000000010285,0,,-4.0,112408,131072,24000000,209
train,000000010286,0,,-12.0,111944,131072,24000000,209
train,000000010287,0,,-20.0,113664,131072,24000000,209
train,000000010288,0,,20.0,114240,131072,24000000,209
train,000000010289,0,,-20.0,112952,131072,24000000,209
train,000000010290,1,Px,-20.0,109136,131072,24000000,281
train,000000010291,1,P2,20.0,117784,131072,24000000,281
train,000000010292,1,LFM,-20.0,143056,131072,24000000,281
train,000000010293,1,ZadoffChu,-20.0,109624,131072,24000000,281
train,000000010294,1,P1,-4.0,112552,131072,24000000,281
train,000000010295,0,,4.0,112600,131072,24000000,209
train,000000010296,0,,-4.0,112040,131072,24000000,209
train,000000010297,1,P3,-4.0,113352,131072,24000000,281
train,000000010298,1,Px,-4.0,113728,131072,24000000,281
train,000000010299,0,,4.0,112208,131072,24000000,209
train,000000010300,0,,4.0,112064,131072,24000000,209
train,000000010301,1,P4,-20.0,123064,131072,24000000,281
train,000000010302,1,P3,12.0,114592,131072,24000000,281
train,000000010303,1,Rect,-12.0,112520,131072,24000000,281
train,000000010304,0,,-12.0,112496,131072,24000000,209
train,000000010305,1,ZadoffChu,4.0,113392,131072,24000000,281
train,000000010306,0,,-4.0,113112,131072,24000000,209
train,000000010307,0,,-20.0,111408,131072,24000000,209
train,000000010308,0,,-4.0,113240,131072,24000000,209
train,000000010309,1,Px,12.0,115504,131072,24000000,281
train,000000010310,0,,-4.0,112584,131072,24000000,209
train,000000010311,0,,-4.0,112520,131072,24000000,209
train,000000010312,0,,12.0,112080,131072,24000000,209
train,000000010313,0,,20.0,110832,131072,24000000,209
train,000000010314,1,Frank,-12.0,111192,131072,24000000,281
train,000000010315,0,,-20.0,113984,131072,24000000,209
train,000000010316,1,Px,-12.0,110216,131072,24000000,281
train,000000010317,0,,-4.0,113144,131072,24000000,209
train,000000010318,1,FMCW,12.0,125192,131072,24000000,281
train,000000010319,1,Rect,12.0,116136,131072,24000000,281
train,000000010320,0,,-12.0,111800,131072,24000000,209
train,000000010321,0,,-20.0,114120,131072,24000000,209
train,000000010322,1,LFM,-20.0,135824,131072,24000000,281
train,000000010323,0,,-12.0,114352,131072,24000000,209
train,000000010324,0,,-20.0,113408,131072,24000000,209
train,000000010325,0,,20.0,113904,131072,24000000,209
train,000000010326,0,,20.0,113304,131072,24000000,209
train,000000010327,0,,4.0,113336,131072,24000000,209
train,000000010328,0,,-12.0,113768,131072,24000000,209
train,000000010329,1,FMCW,-4.0,114752,131072,24000000,281
train,000000010330,0,,-20.0,111496,131072,24000000,209
train,000000010331,0,,-4.0,113760,131072,24000000,209
train,000000010332,0,,-4.0,113872,131072,24000000,209
train,000000010333,1,Rect,-12.0,112552,131072,24000000,281
train,000000010334,1,P2,-12.0,110712,131072,24000000,281
train,000000010335,0,,20.0,113536,131072,24000000,209
train,000000010336,1,P4,20.0,152936,131072,24000000,281
train,000000010337,1,ZadoffChu,-4.0,112640,131072,24000000,281
train,000000010338,0,,12.0,112016,131072,24000000,209
train,000000010339,0,,-4.0,114112,131072,24000000,209
train,000000010340,1,P4,-12.0,137336,131072,24000000,281
train,000000010341,0,,12.0,112856,131072,24000000,209
train,000000010342,0,,-4.0,113952,131072,24000000,209
train,000000010343,1,P4,12.0,113616,131072,24000000,281
train,000000010344,0,,-20.0,112288,131072,24000000,209
train,000000010345,0,,12.0,110848,131072,24000000,209
train,000000010346,1,ZadoffChu,12.0,117208,131072,24000000,281
train,000000010347,1,Frank,-12.0,138680,131072,24000000,281
train,000000010348,0,,-12.0,113984,131072,24000000,209
train,000000010349,1,P2,20.0,163136,131072,24000000,281
train,000000010350,1,P2,-20.0,134576,131072,24000000,281
train,000000010351,0,,20.0,111440,131072,24000000,209
train,000000010352,1,P2,-4.0,112824,131072,24000000,281
train,000000010353,1,P4,-4.0,111672,131072,24000000,281
train,000000010354,1,FMCW,12.0,117776,131072,24000000,281
train,000000010355,1,P3,-12.0,136672,131072,24000000,281
train,000000010356,1,LFM,4.0,113872,131072,24000000,281
train,000000010357,0,,4.0,112280,131072,24000000,209
train,000000010358,1,P4,12.0,117440,131072,24000000,281
train,000000010359,1,Px,-20.0,108496,131072,24000000,281
train,000000010360,1,Frank,12.0,115784,131072,24000000,281
train,000000010361,0,,4.0,111752,131072,24000000,209
train,000000010362,1,FMCW,4.0,114824,131072,24000000,281
train,000000010363,0,,20.0,111992,131072,24000000,209
train,000000010364,0,,-20.0,112176,131072,24000000,209
train,000000010365,0,,20.0,112120,131072,24000000,209
train,000000010366,0,,12.0,112368,131072,24000000,209
train,000000010367,0,,-4.0,111424,131072,24000000,209
train,000000010368,0,,20.0,111472,131072,24000000,209
train,000000010369,0,,20.0,112944,131072,24000000,209
train,000000010370,0,,-20.0,112200,131072,24000000,209
train,000000010371,1,Px,-20.0,139440,131072,24000000,281
train,000000010372,0,,4.0,112960,131072,24000000,209
train,000000010373,1,Rect,4.0,114952,131072,24000000,281
train,000000010374,0,,4.0,113456,131072,24000000,209
train,000000010375,1,P2,4.0,113648,131072,24000000,281
train,000000010376,0,,4.0,112152,131072,24000000,209
train,000000010377,0,,4.0,111984,131072,24000000,209
train,000000010378,0,,4.0,112680,131072,24000000,209
train,000000010379,0,,-12.0,113528,131072,24000000,209
train,000000010380,1,Rect,-12.0,114904,131072,24000000,281
train,000000010381,0,,20.0,113160,131072,24000000,209
train,000000010382,0,,-4.0,114144,131072,24000000,209
train,000000010383,1,P4,4.0,114192,131072,24000000,281
train,000000010384,1,Px,-20.0,134048,131072,24000000,281
train,000000010385,0,,4.0,112368,131072,24000000,209
train,000000010386,1,Px,4.0,114216,131072,24000000,281
train,000000010387,0,,4.0,111448,131072,24000000,209
train,000000010388,0,,12.0,112304,131072,24000000,209
train,000000010389,1,P1,-12.0,110912,131072,24000000,281
train,000000010390,1,Barker,-12.0,131920,131072,24000000,281
train,000000010391,1,LFM,12.0,115504,131072,24000000,281
train,000000010392,0,,-4.0,113432,131072,24000000,209
train,000000010393,1,LFM,-12.0,127136,131072,24000000,281
train,000000010394,0,,-4.0,113000,131072,24000000,209
train,000000010395,0,,-20.0,113504,131072,24000000,209
train,000000010396,0,,4.0,113344,131072,24000000,209
train,000000010397,1,ZadoffChu,-12.0,111944,131072,24000000,281
train,000000010398,1,Rect,-4.0,114416,131072,24000000,281
train,000000010399,0,,20.0,111200,131072,24000000,209
train,000000010400,0,,12.0,113656,131072,24000000,209
train,000000010401,1,Px,-20.0,122272,131072,24000000,281
train,000000010402,0,,-20.0,112928,131072,24000000,209
train,000000010403,1,P1,-12.0,112288,131072,24000000,281
train,000000010404,1,P3,-4.0,114488,131072,24000000,281
train,000000010405,1,P3,-20.0,137616,131072,24000000,281
train,000000010406,0,,-12.0,111808,131072,24000000,209
train,000000010407,1,Barker,20.0,114784,131072,24000000,281
train,000000010408,0,,-20.0,111096,131072,24000000,209
train,000000010409,0,,20.0,114216,131072,24000000,209
train,000000010410,0,,20.0,114272,131072,24000000,209
train,000000010411,0,,20.0,112376,131072,24000000,209
train,000000010412,0,,-12.0,112832,131072,24000000,209
train,000000010413,1,P4,4.0,115344,131072,24000000,281
train,000000010414,0,,-20.0,112424,131072,24000000,209
train,000000010415,1,Px,-20.0,137304,131072,24000000,281
train,000000010416,0,,-20.0,112424,131072,24000000,209
train,000000010417,0,,-20.0,113784,131072,24000000,209
train,000000010418,0,,20.0,111824,131072,24000000,209
train,000000010419,1,Frank,4.0,114960,131072,24000000,281
train,000000010420,1,FMCW,12.0,116312,131072,24000000,281
train,000000010421,0,,-4.0,113584,131072,24000000,209
train,000000010422,1,Frank,12.0,116384,131072,24000000,281
train,000000010423,0,,-12.0,112328,131072,24000000,209
train,000000010424,0,,12.0,114432,131072,24000000,209
train,000000010425,0,,-12.0,110536,131072,24000000,209
train,000000010426,0,,-12.0,111704,131072,24000000,209
train,000000010427,0,,20.0,114032,131072,24000000,209
train,000000010428,0,,20.0,113368,131072,24000000,209
train,000000010429,0,,20.0,111888,131072,24000000,209
train,000000010430,1,FMCW,4.0,115432,131072,24000000,281
train,000000010431,1,P1,-20.0,135456,131072,24000000,281
train,000000010432,0,,4.0,111720,131072,24000000,209
train,000000010433,1,P2,-20.0,122208,131072,24000000,281
train,000000010434,0,,-20.0,114104,131072,24000000,209
train,000000010435,1,P1,-20.0,135632,131072,24000000,281
train,000000010436,0,,4.0,114368,131072,24000000,209
train,000000010437,1,Px,12.0,113992,131072,24000000,281
train,000000010438,0,,20.0,112760,131072,24000000,209
train,000000010439,1,FMCW,-20.0,109080,131072,24000000,281
train,000000010440,0,,-20.0,112584,131072,24000000,209
train,000000010441,1,P1,-4.0,113456,131072,24000000,281
train,000000010442,0,,-12.0,113472,131072,24000000,209
train,000000010443,1,ZadoffChu,-12.0,113208,131072,24000000,281
train,000000010444,0,,4.0,114480,131072,24000000,209
train,000000010445,0,,20.0,112464,131072,24000000,209
train,000000010446,0,,-4.0,112528,131072,24000000,209
train,000000010447,0,,-20.0,113128,131072,24000000,209
train,000000010448,0,,12.0,113464,131072,24000000,209
train,000000010449,0,,20.0,112032,131072,24000000,209
train,000000010450,1,P2,-4.0,112856,131072,24000000,281
train,000000010451,1,LFM,-12.0,114832,131072,24000000,281
train,000000010452,1,FMCW,-20.0,113288,131072,24000000,281
train,000000010453,1,ZadoffChu,20.0,115080,131072,24000000,281
train,000000010454,1,P2,12.0,113888,131072,24000000,281
train,000000010455,1,ZadoffChu,12.0,116136,131072,24000000,281
train,000000010456,0,,-12.0,113552,131072,24000000,209
train,000000010457,0,,-20.0,114048,131072,24000000,209
train,000000010458,0,,4.0,114488,131072,24000000,209
train,000000010459,0,,-12.0,111464,131072,24000000,209
train,000000010460,1,P3,-4.0,112848,131072,24000000,281
train,000000010461,0,,-12.0,113168,131072,24000000,209
train,000000010462,0,,-12.0,111752,131072,24000000,209
train,000000010463,0,,4.0,113904,131072,24000000,209
train,000000010464,0,,-12.0,112832,131072,24000000,209
train,000000010465,1,Barker,4.0,113784,131072,24000000,281
train,000000010466,0,,-20.0,113032,131072,24000000,209
train,000000010467,1,Rect,-4.0,114344,131072,24000000,281
train,000000010468,0,,4.0,114344,131072,24000000,209
train,000000010469,0,,4.0,110528,131072,24000000,209
train,000000010470,1,P4,12.0,118096,131072,24000000,281
train,000000010471,0,,-4.0,112624,131072,24000000,209
train,000000010472,0,,-12.0,112080,131072,24000000,209
train,000000010473,1,FMCW,4.0,116640,131072,24000000,281
train,000000010474,0,,-12.0,113512,131072,24000000,209
train,000000010475,0,,4.0,113472,131072,24000000,209
train,000000010476,0,,-4.0,113400,131072,24000000,209
train,000000010477,1,FMCW,20.0,118544,131072,24000000,281
train,000000010478,0,,-4.0,113168,131072,24000000,209
train,000000010479,1,LFM,-20.0,127616,131072,24000000,281
train,000000010480,0,,-12.0,111584,131072,24000000,209
train,000000010481,1,P3,20.0,113504,131072,24000000,281
train,000000010482,1,P1,-12.0,139936,131072,24000000,281
train,000000010483,1,P4,-4.0,113112,131072,24000000,281
train,000000010484,0,,-12.0,113720,131072,24000000,209
train,000000010485,1,P3,-20.0,135088,131072,24000000,281
train,000000010486,0,,12.0,111688,131072,24000000,209
train,000000010487,1,P2,20.0,115352,131072,24000000,281
train,000000010488,0,,4.0,113296,131072,24000000,209
train,000000010489,0,,-12.0,111048,131072,24000000,209
train,000000010490,1,Rect,12.0,116136,131072,24000000,281
train,000000010491,0,,20.0,113520,131072,24000000,209
train,000000010492,1,Rect,4.0,115456,131072,24000000,281
train,000000010493,0,,-20.0,111696,131072,24000000,209
train,000000010494,1,LFM,-12.0,110688,131072,24000000,281
train,000000010495,1,Px,-4.0,113816,131072,24000000,281
train,000000010496,1,LFM,12.0,115728,131072,24000000,281
train,000000010497,1,P1,4.0,114432,131072,24000000,281
train,000000010498,0,,-20.0,113960,131072,24000000,209
train,000000010499,0,,-20.0,112664,131072,24000000,209
train,000000010500,0,,12.0,109880,131072,24000000,209
train,000000010501,1,P1,12.0,115320,131072,24000000,281
train,000000010502,0,,-12.0,112320,131072,24000000,209
train,000000010503,0,,-12.0,113904,131072,24000000,209
train,000000010504,0,,-4.0,112168,131072,24000000,209
train,000000010505,0,,-20.0,113808,131072,24000000,209
train,000000010506,0,,4.0,111232,131072,24000000,209
train,000000010507,0,,4.0,113304,131072,24000000,209
train,000000010508,1,ZadoffChu,4.0,112968,131072,24000000,281
train,000000010509,1,LFM,-20.0,112104,131072,24000000,281
train,000000010510,0,,4.0,111352,131072,24000000,209
train,000000010511,0,,20.0,112176,131072,24000000,209
train,000000010512,0,,4.0,113792,131072,24000000,209
train,000000010513,1,Px,-4.0,111880,131072,24000000,281
train,000000010514,0,,20.0,113520,131072,24000000,209
train,000000010515,1,FMCW,12.0,114888,131072,24000000,281
train,000000010516,1,FMCW,-12.0,133568,131072,24000000,281
train,000000010517,0,,-4.0,112504,131072,24000000,209
train,000000010518,0,,4.0,113464,131072,24000000,209
train,000000010519,1,Rect,-4.0,113520,131072,24000000,281
train,000000010520,0,,-4.0,112712,131072,24000000,209
train,000000010521,0,,4.0,113472,131072,24000000,209
train,000000010522,1,Frank,-12.0,115704,131072,24000000,281
