stem,width,height,n_boxes,jpeg_bits,raw_rgb_8bit_bits,semantic_box_bits,jpeg_to_semantic_ratio,raw_rgb_to_semantic_ratio
0000287_02601_d_0000772,1360,765,44,2011264,24969600,3377,595.577139472905,7394.018359490672
0000287_02801_d_0000773,1360,765,60,1543680,24969600,4529,340.8434533009494,5513.27003753588
0000287_03001_d_0000774,1360,765,18,1309112,24969600,1505,869.8418604651163,16591.09634551495
0000287_03401_d_0000776,1360,765,56,1472224,24969600,4241,347.1407686866305,5887.668002829521
0000287_04601_d_0000780,1360,765,88,1390680,24969600,6545,212.47975553857907,3815.064935064935
0000287_04801_d_0000781,1360,765,53,1397784,24969600,4025,347.27552795031056,6203.627329192546
0000287_05001_d_0000782,1360,765,62,1423424,24969600,4673,304.60603466723734,5343.376845709395
0000289_00001_d_0000811,1360,765,41,1626104,24969600,3161,514.4270800379627,7899.2723821575455
0000289_00201_d_0000812,1360,765,43,1369992,24969600,3305,414.52102874432677,7555.0983358547655
0000289_00401_d_0000813,1360,765,53,1129640,24969600,4025,280.655900621118,6203.627329192546
0000289_00601_d_0000814,1360,765,43,1143720,24969600,3305,346.0574886535552,7555.0983358547655
0000289_00801_d_0000815,1360,765,39,1202256,24969600,3017,398.493868080875,8276.300961219755
0000289_01001_d_0000816,1360,765,33,1241440,24969600,2585,480.247582205029,9659.419729206964
0000289_01201_d_0000817,1360,765,43,1147008,24969600,3305,347.0523449319213,7555.0983358547655
0000289_01401_d_0000818,1360,765,39,1424112,24969600,3017,472.0291680477295,8276.300961219755
0000289_01601_d_0000819,1360,765,44,1378392,24969600,3377,408.17056559076104,7394.018359490672
0000289_02001_d_0000821,1360,765,43,1553536,24969600,3305,470.05627836611194,7555.0983358547655
0000289_02201_d_0000822,1360,765,29,1194784,24969600,2297,520.1497605572486,10870.526774053113
0000289_02401_d_0000823,1360,765,49,1346008,24969600,3737,360.1841048969762,6681.723307465882
0000289_02601_d_0000824,1360,765,58,1379768,24969600,4385,314.6563283922463,5694.321550741163
0000289_03001_d_0000826,1360,765,61,1307928,24969600,4601,284.27037600521624,5426.994131710498
0000289_03201_d_0000827,1360,765,81,1269520,24969600,6041,210.15063731170335,4133.355404734316
0000289_03401_d_0000828,1360,765,54,1199688,24969600,4097,292.8210886014157,6094.60580912863
0000289_03601_d_0000829,1360,765,77,1259256,24969600,5753,218.88684164783592,4340.274639318616
0000289_03801_d_0000830,1360,765,100,1351160,24969600,7409,182.36739101093264,3370.1714131461736
0000289_04001_d_0000831,1360,765,80,1123704,24969600,5969,188.25665940693582,4183.2132685541965
0000289_04201_d_0000832,1360,765,88,972304,24969600,6545,148.55676088617264,3815.064935064935
0000289_04401_d_0000833,1360,765,100,1069920,24969600,7409,144.40815224726683,3370.1714131461736
0000289_04601_d_0000834,1360,765,93,1171536,24969600,6905,169.66488052136134,3616.1622013034034
0000289_04801_d_0000835,1360,765,71,1217056,24969600,5321,228.72693102800227,4692.651757188499
0000289_05001_d_0000836,1360,765,65,1316696,24969600,4889,269.31806095316017,5107.3021067703
0000289_05201_d_0000837,1360,765,79,1226376,24969600,5897,207.9660844497202,4234.288621332881
0000289_05401_d_0000838,1360,765,81,1255328,24969600,6041,207.8013573911604,4133.355404734316
0000289_05601_d_0000839,1360,765,107,1206328,24969600,7913,152.44888158726147,3155.516239100215
0000289_05801_d_0000840,1360,765,78,1269160,24969600,5825,217.8815450643777,4286.62660944206
0000289_06001_d_0000841,1360,765,80,1251544,24969600,5969,209.6739822415815,4183.2132685541965
0000289_06201_d_0000842,1360,765,79,1229864,24969600,5897,208.55757164659997,4234.288621332881
0000289_06401_d_0000843,1360,765,79,1283160,24969600,5897,217.59538748516195,4234.288621332881
0000289_06601_d_0000844,1360,765,88,1352744,24969600,6545,206.68357524828113,3815.064935064935
0000289_06801_d_0000845,1360,765,98,1554632,24969600,7265,213.9892635925671,3436.9717825189264
0000289_07001_d_0000846,1360,765,74,1469608,24969600,5537,265.4159292035398,4509.590030702547
0000289_07201_d_0000847,1360,765,40,1697648,24969600,3089,549.5785043703464,8083.392683716413
0000290_04001_d_0000867,1360,765,79,1796416,24969600,5897,304.6321858572155,4234.288621332881
0000291_00001_d_0000868,1360,765,178,1312320,24969600,13025,100.75393474088291,1917.0518234165067
0000291_00201_d_0000869,1360,765,113,1258760,24969600,8345,150.84002396644698,2992.1629718394247
0000291_00401_d_0000870,1360,765,166,1511168,24969600,12161,124.26346517556122,2053.252199654634
0000291_00601_d_0000871,1360,765,120,1487816,24969600,8849,168.13380042942705,2821.7425697818962
0000291_01001_d_0000873,1360,765,159,1380872,24969600,11657,118.45860856137944,2142.026250321695
0000291_01201_d_0000874,1360,765,212,1492208,24969600,15473,96.43947521489045,1613.7529890777482
0000291_01401_d_0000875,1360,765,154,1339680,24969600,11297,118.58723554926087,2210.2859166150306
0000291_01601_d_0000876,1360,765,87,1122184,24969600,6473,173.3638189402132,3857.500386219682
0000291_01801_d_0000877,1360,765,113,1653528,24969600,8345,198.1459556620731,2992.1629718394247
0000291_02001_d_0000878,1360,765,172,1605672,24969600,12593,127.50512189311522,1982.8158500754387
0000291_02201_d_0000879,1360,765,149,1538608,24969600,10937,140.6791624759989,2283.0392246502697
0000291_02601_d_0000881,1360,765,178,1485960,24969600,13025,114.0852207293666,1917.0518234165067
0000291_03201_d_0000884,1360,765,229,1620496,24969600,16697,97.05312331556567,1495.4542732227346
0000291_03401_d_0000885,1360,765,187,1503616,24969600,13673,109.96972134864332,1826.1976157390477
0000291_03601_d_0000886,1360,765,112,1391832,24969600,8273,168.23788226761755,3018.20379547927
0000291_03801_d_0000887,1360,765,191,1233848,24969600,13961,88.37819640426903,1788.5251772795646
0000291_04001_d_0000888,1360,765,109,1370608,24969600,8057,170.11393819039344,3099.11877870175
0000291_04201_d_0000889,1360,765,111,1447128,24969600,8201,176.45750518229485,3044.701865626143
0000291_04401_d_0000890,1360,765,126,1403336,24969600,9281,151.205258054089,2690.399741407176
0000291_05001_d_0000892,1360,765,135,1346056,24969600,9929,135.56813374962232,2514.815187833619
0000291_05201_d_0000893,1360,765,207,1650872,24969600,15113,109.23522794944749,1652.193475815523
0000293_03601_d_0000940,1360,765,118,1545368,24969600,8705,177.52647903503734,2868.4204480183803
0000295_00000_d_0000021,1360,765,130,1473768,24969600,9569,154.01483958616365,2609.4262723377574
0000295_00200_d_0000022,1360,765,78,1441088,24969600,5825,247.39708154506437,4286.62660944206
0000295_00600_d_0000024,1360,765,186,1512792,24969600,13601,111.2265274612161,1835.8650099257407
0000295_00800_d_0000025,1360,765,147,1555104,24969600,10793,144.08449921245253,2313.499490410451
0000295_01000_d_0000026,1360,765,251,1499040,24969600,18281,81.99989059679449,1365.8771402002078
0000295_01200_d_0000027,1360,765,200,1439992,24969600,14609,98.56882743514272,1709.1929632418373
0000295_01400_d_0000028,1360,765,189,1444200,24969600,13817,104.52341318665412,1807.1650864876601
0000295_01600_d_0000029,1360,765,138,1523592,24969600,10145,150.18156727451947,2461.271562345983
0000295_01800_d_0000030,1360,765,306,1624280,24969600,22241,73.03088889888045,1122.6833325839666
0000295_02000_d_0000031,1360,765,311,1642064,24969600,22601,72.65448431485332,1104.8006725366133
0000295_02200_d_0000032,1360,765,193,1623256,24969600,14105,115.08372917405175,1770.265863169089
0000295_02400_d_0000033,1360,765,317,1630456,24969600,23033,70.78782616246255,1084.0793643902227
0000295_02900_d_0000034,1360,765,212,1485544,24969600,15473,96.00878950429781,1613.7529890777482
0000296_00601_d_0000038,1360,765,91,1738368,24969600,6761,257.11699452743676,3693.1814820292857
0000296_01001_d_0000040,1360,765,181,1662056,24969600,13241,125.52344989049165,1885.779019711502
0000300_03201_d_0000154,1360,765,66,1525736,24969600,4961,307.54605926224554,5033.178794597863
0000301_00001_d_0000156,1360,765,96,1325784,24969600,7121,186.17946917567758,3506.473809858166
0000301_00201_d_0000157,1360,765,90,1228280,24969600,6689,183.6268500523247,3732.9346688593214
0000301_01001_d_0000161,1360,765,64,1090352,24969600,4817,226.35499273406685,5183.641270500311
0000301_01201_d_0000162,1360,765,61,1200992,24969600,4601,261.02847207128883,5426.994131710498
0000303_03401_d_0000200,1360,765,82,1563128,24969600,6113,255.7055455586455,4084.6720104694914
0000308_04401_d_0000327,1360,765,98,1394392,24969600,7265,191.93282863041983,3436.9717825189264
0000312_00001_d_0000414,1360,765,112,1568104,24969600,8273,189.54478423788225,3018.20379547927
0000312_00201_d_0000415,1360,765,108,1251648,24969600,7985,156.74990607388855,3127.0632435817156
0000312_00601_d_0000417,1360,765,59,1411288,24969600,4457,316.6452770922145,5602.3334081220555
0000312_01001_d_0000419,1360,765,80,1209584,24969600,5969,202.64432903333892,4183.2132685541965
0000312_01201_d_0000420,1360,765,82,1167600,24969600,6113,191.0027809586128,4084.6720104694914
0000312_02201_d_0000425,1360,765,78,1385200,24969600,5825,237.80257510729615,4286.62660944206
0000312_02401_d_0000426,1360,765,80,1243184,24969600,5969,208.27341263193165,4183.2132685541965
0000312_04201_d_0000435,1360,765,81,1093760,24969600,6041,181.0561165369972,4133.355404734316
0000313_06401_d_0000468,1360,765,91,1483520,24969600,6761,219.42316225410443,3693.1814820292857
0000313_06601_d_0000469,1360,765,165,1521992,24969600,12089,125.89891637025394,2065.481015799487
0000313_07001_d_0000471,1360,765,5,1580400,24969600,569,2777.504393673111,43883.30404217926
0000315_01601_d_0000509,1360,765,98,1565104,24969600,7265,215.43069511355816,3436.9717825189264
0000316_00001_d_0000519,1360,765,69,1556528,24969600,5177,300.662159551864,4823.1794475565
0000316_00201_d_0000520,1360,765,54,1502664,24969600,4097,366.7717842323651,6094.60580912863
0000316_00401_d_0000521,1360,765,23,799608,24969600,1865,428.744235924933,13388.5254691689
0000316_00601_d_0000522,1360,765,35,1352368,24969600,2729,495.5544155368267,9149.725174056432
0000316_00801_d_0000523,1360,765,27,1607056,24969600,2153,746.4263817928472,11597.584765443567
0000316_01001_d_0000524,1360,765,18,898688,24969600,1505,597.1348837209302,16591.09634551495
0000316_01201_d_0000525,1360,765,43,1334416,24969600,3305,403.75673222390316,7555.0983358547655
0000316_01401_d_0000526,1360,765,34,1269720,24969600,2657,477.87730523146405,9397.666541211893
0000316_01601_d_0000527,1360,765,29,1078536,24969600,2297,469.54114061819763,10870.526774053113
0000316_01801_d_0000528,1360,765,11,970176,24969600,1001,969.2067932067932,24944.655344655344
0000316_02001_d_0000529,1360,765,9,1234936,24969600,857,1440.9988331388565,29136.05600933489
0000316_02201_d_0000530,1360,765,7,668904,24969600,713,938.1542776998598,35020.47685834502
0000323_02601_d_0000645,1360,765,91,1477440,24969600,6761,218.52388699896466,3693.1814820292857
0000327_00001_d_0000711,1360,765,70,1101512,24969600,5249,209.8517812916746,4757.020384835207
0000327_00201_d_0000712,1360,765,60,961264,24969600,4529,212.24641201148157,5513.27003753588
0000327_00401_d_0000713,1360,765,64,735792,24969600,4817,152.74901390907203,5183.641270500311
0000327_00601_d_0000714,1360,765,84,793296,24969600,6257,126.78536039635608,3990.666453571999
0000327_00801_d_0000715,1360,765,84,850032,24969600,6257,135.85296467955888,3990.666453571999
0000327_01001_d_0000716,1360,765,83,947256,24969600,6185,153.15375909458368,4037.1220695230395
0000327_01201_d_0000717,1360,765,69,924224,24969600,5177,178.52501448715472,4823.1794475565
0000327_01401_d_0000718,1360,765,93,1012424,24969600,6905,146.62186821144098,3616.1622013034034
0000327_01801_d_0000720,1360,765,62,1223632,24969600,4673,261.8514872672801,5343.376845709395
0000327_02601_d_0000724,1360,765,57,1029568,24969600,4313,238.7127289589613,5789.380941340134
0000327_02801_d_0000725,1360,765,73,828512,24969600,5465,151.60329368709972,4569.0027447392495
0000327_03001_d_0000726,1360,765,75,972512,24969600,5609,173.38420395792477,4451.702620788019
0000327_03201_d_0000727,1360,765,110,970376,24969600,8129,119.3721244925575,3071.669332021159
0000327_03401_d_0000728,1360,765,75,1081328,24969600,5609,192.78445355678375,4451.702620788019
0000327_03601_d_0000729,1360,765,60,1031496,24969600,4529,227.75358798851843,5513.27003753588
0000327_03801_d_0000730,1360,765,104,1159088,24969600,7697,150.58958035598286,3244.069117838119
0000327_04001_d_0000731,1360,765,137,1174448,24969600,10073,116.59366623647374,2478.86429067805
0000327_04201_d_0000732,1360,765,110,1096728,24969600,8129,134.91548775987206,3071.669332021159
0000330_00001_d_0000800,1360,765,80,1482704,24969600,5969,248.4007371418998,4183.2132685541965
0000330_00201_d_0000801,1360,765,130,1288392,24969600,9569,134.64228237015362,2609.4262723377574
0000330_00401_d_0000802,1360,765,112,1208184,24969600,8273,146.03940529433095,3018.20379547927
0000330_00601_d_0000803,1360,765,94,1207296,24969600,6977,173.03941522144189,3578.844775691558
0000330_00801_d_0000804,1360,765,93,1183160,24969600,6905,171.34829833454017,3616.1622013034034
0000330_01001_d_0000805,1360,765,93,1218336,24969600,6905,176.44257784214338,3616.1622013034034
0000330_01201_d_0000806,1360,765,110,1351440,24969600,8129,166.24923114774265,3071.669332021159
0000330_01401_d_0000807,1360,765,161,1298824,24969600,11801,110.06050334717396,2115.8884840267774
0000330_01601_d_0000808,1360,765,99,1115080,24969600,7337,151.98037344963882,3403.24383262914
0000330_01801_d_0000809,1360,765,64,763608,24969600,4817,158.52356238322608,5183.641270500311
0000330_02001_d_0000810,1360,765,57,980520,24969600,4313,227.34059819151403,5789.380941340134
0000330_02201_d_0000811,1360,765,44,757280,24969600,3377,224.24637251998814,7394.018359490672
0000330_02801_d_0000814,1360,765,45,741304,24969600,3449,214.93302406494635,7239.663670629167
0000330_03001_d_0000815,1360,765,45,659896,24969600,3449,191.32966077123805,7239.663670629167
0000330_03201_d_0000816,1360,765,69,904776,24969600,5177,174.76839868649796,4823.1794475565
0000330_04001_d_0000820,1360,765,39,664784,24969600,3017,220.34603911170038,8276.300961219755
0000330_04201_d_0000821,1360,765,163,1045400,24969600,11945,87.51778987023859,2090.3809125156968
0000330_04401_d_0000822,1360,765,38,751416,24969600,2945,255.1497453310696,8478.641765704584
0000330_04601_d_0000823,1360,765,62,887360,24969600,4673,189.89086240102716,5343.376845709395
0000333_00001_d_0000001,1360,765,68,1210152,24969600,5105,237.0523016650343,4891.204701273262
0000333_01765_d_0000010,1360,765,120,1129784,24969600,8849,127.67363543903267,2821.7425697818962
0000333_01961_d_0000011,1360,765,65,1147104,24969600,4889,234.6295766005318,5107.3021067703
0000333_02157_d_0000012,1360,765,67,1182360,24969600,5033,234.92151798132326,4961.176236836876
0000333_02353_d_0000013,1360,765,70,1155576,24969600,5249,220.1516479329396,4757.020384835207
0000333_02549_d_0000014,1360,765,91,1186448,24969600,6761,175.4840999852093,3693.1814820292857
0000333_02745_d_0000015,1360,765,52,1184984,24969600,3953,299.7682772577789,6316.620288388565
0000333_02941_d_0000016,1360,765,44,1131568,24969600,3377,335.0808409831211,7394.018359490672
0000333_03137_d_0000017,1360,765,40,1149576,24969600,3089,372.15150534153446,8083.392683716413
0000333_03333_d_0000018,1360,765,62,1173240,24969600,4673,251.06783650759684,5343.376845709395
0000333_03529_d_0000019,1360,765,96,1114128,24969600,7121,156.45667743294482,3506.473809858166
0000333_03725_d_0000020,1360,765,83,1140824,24969600,6185,184.4501212611156,4037.1220695230395
0000335_00001_d_0000043,1360,765,41,1350592,24969600,3161,427.26732046820626,7899.2723821575455
0000335_00197_d_0000044,1360,765,37,1206008,24969600,2873,419.7730595196659,8691.124260355029
0000335_00393_d_0000045,1360,765,34,1097816,24969600,2657,413.1787730523146,9397.666541211893
0000335_00589_d_0000046,1360,765,21,935720,24969600,1721,543.7071470075538,14508.773968622894
0000335_00785_d_0000047,1360,765,34,1091024,24969600,2657,410.6225065863756,9397.666541211893
0000335_00981_d_0000048,1360,765,78,1204496,24969600,5825,206.78042918454935,4286.62660944206
0000335_01765_d_0000052,1360,765,61,1144824,24969600,4601,248.82069115409695,5426.994131710498
0000335_01961_d_0000053,1360,765,69,1147696,24969600,5177,221.69132702337262,4823.1794475565
0000335_02353_d_0000055,1360,765,82,1353336,24969600,6113,221.38655324717814,4084.6720104694914
0000335_02549_d_0000056,1360,765,87,1323856,24969600,6473,204.5196972037695,3857.500386219682
0000335_02745_d_0000057,1360,765,99,1314416,24969600,7337,179.1489709690609,3403.24383262914
0000335_03137_d_0000059,1360,765,103,1261344,24969600,7625,165.42216393442624,3274.7016393442623
0000335_03333_d_0000060,1360,765,40,984432,24969600,3089,318.6895435415992,8083.392683716413
0000335_03725_d_0000062,1360,765,27,910328,24969600,2153,422.8183929400836,11597.584765443567
0000335_03921_d_0000063,1360,765,44,1031616,24969600,3377,305.48297305300565,7394.018359490672
0000335_04117_d_0000064,1360,765,28,1081328,24969600,2225,485.99011235955055,11222.292134831461
0000335_04313_d_0000065,1360,765,38,1141936,24969600,2945,387.75415959252973,8478.641765704584
0000335_05097_d_0000069,1360,765,20,1028952,24969600,1649,623.9854457246817,15142.268041237114
0000335_05685_d_0000072,1360,765,15,822432,24969600,1289,638.0387897595035,19371.295577967416
0000335_06469_d_0000076,1360,765,8,1143304,24969600,785,1456.4382165605095,31808.4076433121
0000335_06665_d_0000077,1360,765,21,816960,24969600,1721,474.7007553747821,14508.773968622894
0000335_06861_d_0000078,1360,765,24,920504,24969600,1937,475.22147651006713,12890.862157976251
0000342_00393_d_0000244,1360,765,133,1126112,24969600,9785,115.08553909044456,2551.82422074604
0000345_07057_d_0000345,1360,765,108,919384,24969600,7985,115.13888541014401,3127.0632435817156
0000346_00001_d_0000346,1360,765,82,1245016,24969600,6113,203.66693930966792,4084.6720104694914
0000346_01961_d_0000356,1360,765,71,980504,24969600,5321,184.27062582221387,4692.651757188499
0000346_02549_d_0000359,1360,765,59,1099368,24969600,4457,246.66098272380526,5602.3334081220555
0000346_03921_d_0000366,1360,765,50,1014128,24969600,3809,266.2452087161985,6555.421370438436
0000346_07057_d_0000382,1360,765,87,976632,24969600,6473,150.87780009269272,3857.500386219682
0000348_00589_d_0000409,1360,765,34,1230384,24969600,2657,463.07263831388786,9397.666541211893
0000348_03333_d_0000423,1360,765,15,912080,24969600,1289,707.5872769588829,19371.295577967416
0000356_00589_d_0000632,1360,765,121,1096136,24969600,8921,122.87142697007062,2798.9687254792066
0000356_01177_d_0000635,1360,765,88,1023208,24969600,6545,156.33430099312451,3815.064935064935
0000356_01569_d_0000637,1360,765,100,1008296,24969600,7409,136.09070049939263,3370.1714131461736
0000356_01765_d_0000638,1360,765,84,986656,24969600,6257,157.68834904906504,3990.666453571999
0000356_01961_d_0000639,1360,765,111,974424,24969600,8201,118.81770515790757,3044.701865626143
0000356_02157_d_0000640,1360,765,54,975208,24969600,4097,238.02977788625824,6094.60580912863
0000356_02353_d_0000641,1360,765,106,899408,24969600,7841,114.70577732432088,3184.4917740084175
0000356_02745_d_0000643,1360,765,97,945448,24969600,7193,131.4400111219241,3471.3749478659806
0000356_02941_d_0000644,1360,765,108,937912,24969600,7985,117.4592360676268,3127.0632435817156
0000356_03333_d_0000646,1360,765,80,914512,24969600,5969,153.21025297369744,4183.2132685541965
0000356_03529_d_0000647,1360,765,81,971056,24969600,6041,160.74424764111902,4133.355404734316
0000356_03725_d_0000648,1360,765,94,893216,24969600,6977,128.02293249247526,3578.844775691558
0000356_03921_d_0000649,1360,765,72,938120,24969600,5393,173.95141850547006,4630.001854255516
0000356_04117_d_0000650,1360,765,93,890496,24969600,6905,128.9639391745112,3616.1622013034034
0000356_04313_d_0000651,1360,765,99,903672,24969600,7337,123.16641679160419,3403.24383262914
0000356_04705_d_0000653,1360,765,70,965976,24969600,5249,184.03048199657078,4757.020384835207
0000356_04901_d_0000654,1360,765,102,975016,24969600,7553,129.08989805375347,3305.9181782073347
0000356_05097_d_0000655,1360,765,114,994400,24969600,8417,118.14185576808839,2966.5676606867055
0000358_03333_d_0000697,1360,765,93,1301672,24969600,6905,188.51151339608978,3616.1622013034034
0000359_00393_d_0000701,1360,765,39,878608,24969600,3017,291.2190918130593,8276.300961219755
0000359_00589_d_0000702,1360,765,39,703560,24969600,3017,233.1985415976135,8276.300961219755
0000359_00785_d_0000703,1360,765,30,881448,24969600,2369,372.0759814267623,10540.143520472773
0000359_00981_d_0000704,1360,765,33,721000,24969600,2585,278.91682785299804,9659.419729206964
0000359_01177_d_0000705,1360,765,59,896080,24969600,4457,201.05003365492485,5602.3334081220555
0000359_01373_d_0000706,1360,765,12,574120,24969600,1073,535.0605778191986,23270.829450139794
0000359_01961_d_0000707,1360,765,18,651832,24969600,1505,433.1109634551495,16591.09634551495
0000359_02353_d_0000708,1360,765,31,1037768,24969600,2441,425.1405161818927,10229.250307251126
0000359_02549_d_0000709,1360,765,21,828648,24969600,1721,481.4921557234166,14508.773968622894
0000359_03333_d_0000711,1360,765,13,871840,24969600,1145,761.4323144104803,21807.510917030566
0000359_03529_d_0000712,1360,765,16,556848,24969600,1361,409.1462160176341,18346.509919177075
0000360_00001_d_0000713,1360,765,80,1141648,24969600,5969,191.26285810018427,4183.2132685541965
0000360_00197_d_0000714,1360,765,79,1144368,24969600,5897,194.05935221298967,4234.288621332881
0000360_00393_d_0000715,1360,765,79,1138768,24969600,5897,193.10971680515516,4234.288621332881
0000360_00589_d_0000716,1360,765,60,1123712,24969600,4529,248.11481563258997,5513.27003753588
0000360_00785_d_0000717,1360,765,59,1030976,24969600,4457,231.31613192730535,5602.3334081220555
0000360_00981_d_0000718,1360,765,65,1142328,24969600,4889,233.65268971159747,5107.3021067703
0000360_02353_d_0000725,1360,765,72,1237808,24969600,5393,229.5212312256629,4630.001854255516
0000360_02745_d_0000727,1360,765,81,1083840,24969600,6041,179.41400430392318,4133.355404734316
0000360_02941_d_0000728,1360,765,45,839544,24969600,3449,243.41664250507392,7239.663670629167
0000360_03137_d_0000729,1360,765,56,1085344,24969600,4241,255.91700070738034,5887.668002829521
0000360_03333_d_0000730,1360,765,56,1207728,24969600,4241,284.7743456731903,5887.668002829521
0000360_03529_d_0000731,1360,765,31,1001288,24969600,2441,410.1958213846784,10229.250307251126
0000360_03921_d_0000733,1360,765,52,1168864,24969600,3953,295.6903617505692,6316.620288388565
0000360_04117_d_0000734,1360,765,18,591960,24969600,1505,393.32890365448503,16591.09634551495
0000360_04705_d_0000737,1360,765,9,598472,24969600,857,698.3337222870479,29136.05600933489
0000360_05293_d_0000740,1360,765,70,1106312,24969600,5249,210.76624118879786,4757.020384835207
0000360_05685_d_0000742,1360,765,60,1101288,24969600,4529,243.16361227644072,5513.27003753588
0000360_06273_d_0000745,1360,765,17,629112,24969600,1433,439.01744591765527,17424.70341939986
0000360_06665_d_0000747,1360,765,48,1124496,24969600,3665,306.82019099590724,6812.987721691678
0000360_06861_d_0000748,1360,765,25,951144,24969600,2009,473.4415131906421,12428.870084619213
0000360_07057_d_0000749,1360,765,15,571552,24969600,1289,443.40729247478663,19371.295577967416
0000360_07253_d_0000750,1360,765,28,974664,24969600,2225,438.0512359550562,11222.292134831461
0000360_07645_d_0000752,1360,765,16,905208,24969600,1361,665.1050698016164,18346.509919177075
0000364_00589_d_0000798,960,540,62,759168,12441600,4673,162.45837791568584,2662.4438262358226
0000364_01177_d_0000799,960,540,80,765496,12441600,5969,128.2452672139387,2084.3692410789076
0000364_01373_d_0000780,960,540,64,799792,12441600,4817,166.03529167531659,2582.8523977579407
0000364_01569_d_0000781,960,540,97,884128,12441600,7193,122.91505630474072,1729.6816349228416
0000364_01765_d_0000782,960,540,81,848264,12441600,6041,140.41781162059263,2059.5265684489323
